Unnamed: 0,Date,Latitude,Longitude,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,ResultSpeed,ResultDir,AvgSpeed,SeaLevel
26,2007-06-05,41.95469,-87.800991,5,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
27,2007-06-05,41.95469,-87.800991,1,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
28,2007-06-05,41.974089,-87.824812,1,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
29,2007-06-05,41.974089,-87.824812,2,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
30,2007-06-05,41.9216,-87.666455,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
31,2007-06-05,41.9216,-87.666455,2,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
32,2007-06-05,41.9216,-87.666455,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
33,2007-06-05,41.891118,-87.654491,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
34,2007-06-05,41.867108,-87.654224,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
35,2007-06-05,41.867108,-87.654224,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
36,2007-06-05,41.867108,-87.654224,2,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
37,2007-06-05,41.896282,-87.655232,2,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
38,2007-06-05,41.919343,-87.694259,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
39,2007-06-05,41.919343,-87.694259,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
40,2007-06-05,41.921965,-87.632085,3,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
41,2007-06-05,41.688324,-87.676709,4,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
42,2007-06-05,41.720848,-87.666014,2,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
43,2007-06-05,41.731922,-87.677512,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
44,2007-06-05,41.731922,-87.677512,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
45,2007-06-05,41.731922,-87.677512,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
46,2007-06-05,41.999129,-87.795585,2,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
47,2007-06-05,41.999129,-87.795585,9,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
48,2007-06-05,41.907645,-87.760886,3,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
49,2007-06-05,41.732984,-87.649642,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
50,2007-06-05,41.981964,-87.812827,2,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
51,2007-06-05,41.944869,-87.832763,1,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
52,2007-06-05,42.011601,-87.811506,1,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
53,2007-06-05,41.94983,-87.698457,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
54,2007-06-05,41.979243,-87.750938,1,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
55,2007-06-05,41.986921,-87.689778,2,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
56,2007-06-05,41.801498,-87.763416,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
57,2007-06-05,41.906638,-87.701431,3,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
58,2007-06-05,41.723195,-87.64997,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
59,2007-06-05,41.868077,-87.666901,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
60,2007-06-05,41.868077,-87.666901,7,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
61,2007-06-05,41.869216,-87.627561,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
62,2007-06-05,41.662014,-87.724608,2,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
63,2007-06-05,41.662014,-87.724608,4,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
64,2007-06-05,41.662014,-87.724608,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
65,2007-06-05,41.961743,-87.76007,1,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
66,2007-06-05,41.961743,-87.76007,2,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
67,2007-06-05,41.953067,-87.776792,1,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
68,2007-06-05,41.953067,-87.776792,3,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
69,2007-06-05,41.878114,-87.629798,3,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
70,2007-06-05,41.958271,-87.702575,1,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
71,2007-06-05,41.958271,-87.702575,2,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
72,2007-06-05,41.932094,-87.700117,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
73,2007-06-05,41.994469,-87.667736,1,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
74,2007-06-05,42.006858,-87.675919,2,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
75,2007-06-05,41.916265,-87.800515,1,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
76,2007-06-05,41.916265,-87.800515,10,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
77,2007-06-05,41.846075,-87.716277,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
78,2007-06-05,41.918705,-87.752329,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
79,2007-06-05,41.682587,-87.707973,3,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
80,2007-06-05,41.682587,-87.707973,8,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
81,2007-06-05,41.725517,-87.614258,1,0,63.0,51.0,57.0,47.0,52.0,8.0,0.0,0.27,29.16,6.2,3.0,8.1,29.78
82,2007-06-05,41.948167,-87.730698,2,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
83,2007-06-05,41.948167,-87.730698,1,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
84,2007-06-05,41.963976,-87.69181,1,0,64.0,47.0,56.0,48.0,51.0,9.0,0.0,0.42,29.1,5.2,5.0,7.6,29.79
85,2007-06-26,41.95469,-87.800991,1,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
86,2007-06-26,41.95469,-87.800991,4,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
87,2007-06-26,41.95469,-87.800991,1,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
88,2007-06-26,41.994991,-87.769279,1,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
89,2007-06-26,41.994991,-87.769279,4,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
90,2007-06-26,41.974089,-87.824812,1,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
91,2007-06-26,41.9216,-87.666455,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
92,2007-06-26,41.9216,-87.666455,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
93,2007-06-26,41.891118,-87.654491,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
94,2007-06-26,41.891118,-87.654491,6,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
95,2007-06-26,41.867108,-87.654224,2,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
96,2007-06-26,41.896282,-87.655232,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
97,2007-06-26,41.919343,-87.694259,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
98,2007-06-26,41.688324,-87.676709,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
99,2007-06-26,41.688324,-87.676709,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
100,2007-06-26,41.688324,-87.676709,2,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
101,2007-06-26,41.731922,-87.677512,5,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
102,2007-06-26,41.891126,-87.61156,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
103,2007-06-26,41.891126,-87.61156,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
104,2007-06-26,41.999129,-87.795585,1,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
105,2007-06-26,41.999129,-87.795585,1,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
106,2007-06-26,42.01743,-87.687769,2,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
107,2007-06-26,42.01743,-87.687769,2,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
108,2007-06-26,41.944869,-87.832763,2,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
109,2007-06-26,41.944869,-87.832763,4,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
110,2007-06-26,42.011601,-87.811506,2,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
111,2007-06-26,42.011601,-87.811506,2,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
112,2007-06-26,41.94983,-87.698457,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
113,2007-06-26,41.979243,-87.750938,1,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
114,2007-06-26,41.986921,-87.689778,1,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
115,2007-06-26,41.986921,-87.689778,9,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
116,2007-06-26,41.906638,-87.701431,2,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
117,2007-06-26,41.906638,-87.701431,3,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
118,2007-06-26,41.868077,-87.666901,10,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
119,2007-06-26,41.868077,-87.666901,19,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
120,2007-06-26,41.868077,-87.666901,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
121,2007-06-26,41.662014,-87.724608,20,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
122,2007-06-26,41.662014,-87.724608,25,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
123,2007-06-26,41.662014,-87.724608,6,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
124,2007-06-26,41.961743,-87.76007,1,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
125,2007-06-26,41.961743,-87.76007,3,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
126,2007-06-26,41.953067,-87.776792,4,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
127,2007-06-26,41.878114,-87.629798,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
128,2007-06-26,41.958271,-87.702575,6,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
129,2007-06-26,41.932094,-87.700117,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
130,2007-06-26,42.006858,-87.675919,2,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
131,2007-06-26,41.916265,-87.800515,3,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
132,2007-06-26,41.916265,-87.800515,6,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
133,2007-06-26,41.682587,-87.707973,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
134,2007-06-26,41.682587,-87.707973,4,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
135,2007-06-26,41.963976,-87.69181,1,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
136,2007-06-26,41.953705,-87.733974,1,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
137,2007-06-26,41.964242,-87.757639,2,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
138,2007-06-26,41.990284,-87.797127,1,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
139,2007-06-26,41.990284,-87.797127,1,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
140,2007-06-26,42.008314,-87.777921,2,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
141,2007-06-26,41.991429,-87.747113,2,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
142,2007-06-26,41.843811,-87.686763,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
143,2007-06-26,41.921177,-87.79518,1,0,92.0,70.0,81.0,69.0,72.0,0.0,16.0,0.16,29.39,6.1,22.0,7.1,30.11
144,2007-06-26,41.852652,-87.719887,5,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
145,2007-06-26,41.852652,-87.719887,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
146,2007-06-26,41.857402,-87.694991,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
147,2007-06-26,41.868142,-87.696269,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
148,2007-06-26,41.868142,-87.696269,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
149,2007-06-26,41.846283,-87.656913,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
150,2007-06-26,41.721474,-87.648064,2,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
151,2007-06-26,41.869107,-87.696293,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
152,2007-06-26,41.719059,-87.675088,3,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
153,2007-06-26,41.719059,-87.675088,5,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
154,2007-06-26,41.966987,-87.674677,1,0,91.0,73.0,82.0,69.0,72.0,0.0,17.0,0.0,29.45,7.3,21.0,8.1,30.09
155,2007-06-29,41.95469,-87.800991,2,0,70.0,56.0,63.0,55.0,59.0,2.0,0.0,0.0,29.41,7.6,2.0,8.3,30.13
156,2007-06-29,41.974089,-87.824812,1,0,70.0,56.0,63.0,55.0,59.0,2.0,0.0,0.0,29.41,7.6,2.0,8.3,30.13
157,2007-06-29,41.974089,-87.824812,2,0,70.0,56.0,63.0,55.0,59.0,2.0,0.0,0.0,29.41,7.6,2.0,8.3,30.13
158,2007-06-29,41.891118,-87.654491,2,0,71.0,56.0,64.0,56.0,60.0,1.0,0.0,0.0,29.47,7.4,2.0,8.2,30.11
159,2007-06-29,41.921965,-87.632085,3,0,71.0,56.0,64.0,56.0,60.0,1.0,0.0,0.0,29.47,7.4,2.0,8.2,30.11
160,2007-06-29,41.688324,-87.676709,2,0,71.0,56.0,64.0,56.0,60.0,1.0,0.0,0.0,29.47,7.4,2.0,8.2,30.11
161,2007-06-29,41.688324,-87.676709,1,0,71.0,56.0,64.0,56.0,60.0,1.0,0.0,0.0,29.47,7.4,2.0,8.2,30.11
162,2007-06-29,41.862292,-87.64886,1,0,71.0,56.0,64.0,56.0,60.0,1.0,0.0,0.0,29.47,7.4,2.0,8.2,30.11
163,2007-06-29,41.731922,-87.677512,1,0,71.0,56.0,64.0,56.0,60.0,1.0,0.0,0.0,29.47,7.4,2.0,8.2,30.11
164,2007-06-29,41.999129,-87.795585,3,0,70.0,56.0,63.0,55.0,59.0,2.0,0.0,0.0,29.41,7.6,2.0,8.3,30.13
165,2007-06-29,42.01743,-87.687769,2,0,70.0,56.0,63.0,55.0,59.0,2.0,0.0,0.0,29.41,7.6,2.0,8.3,30.13
166,2007-06-29,42.01743,-87.687769,2,0,70.0,56.0,63.0,55.0,59.0,2.0,0.0,0.0,29.41,7.6,2.0,8.3,30.13
167,2007-06-29,41.907645,-87.760886,1,0,71.0,56.0,64.0,56.0,60.0,1.0,0.0,0.0,29.47,7.4,2.0,8.2,30.11
168,2007-06-29,42.011601,-87.811506,2,0,70.0,56.0,63.0,55.0,59.0,2.0,0.0,0.0,29.41,7.6,2.0,8.3,30.13
169,2007-06-29,41.986921,-87.689778,2,0,70.0,56.0,63.0,55.0,59.0,2.0,0.0,0.0,29.41,7.6,2.0,8.3,30.13
170,2007-06-29,41.986921,-87.689778,1,0,70.0,56.0,63.0,55.0,59.0,2.0,0.0,0.0,29.41,7.6,2.0,8.3,30.13
171,2007-06-29,41.801498,-87.763416,1,0,71.0,56.0,64.0,56.0,60.0,1.0,0.0,0.0,29.47,7.4,2.0,8.2,30.11
172,2007-06-29,41.723195,-87.64997,2,0,71.0,56.0,64.0,56.0,60.0,1.0,0.0,0.0,29.47,7.4,2.0,8.2,30.11
173,2007-06-29,41.868077,-87.666901,1,0,71.0,56.0,64.0,56.0,60.0,1.0,0.0,0.0,29.47,7.4,2.0,8.2,30.11
174,2007-06-29,41.868077,-87.666901,6,0,71.0,56.0,64.0,56.0,60.0,1.0,0.0,0.0,29.47,7.4,2.0,8.2,30.11
175,2007-06-29,41.868077,-87.666901,3,0,71.0,56.0,64.0,56.0,60.0,1.0,0.0,0.0,29.47,7.4,2.0,8.2,30.11
176,2007-06-29,41.662014,-87.724608,3,0,71.0,56.0,64.0,56.0,60.0,1.0,0.0,0.0,29.47,7.4,2.0,8.2,30.11
177,2007-06-29,41.961743,-87.76007,1,0,70.0,56.0,63.0,55.0,59.0,2.0,0.0,0.0,29.41,7.6,2.0,8.3,30.13
178,2007-06-29,41.953067,-87.776792,1,0,70.0,56.0,63.0,55.0,59.0,2.0,0.0,0.0,29.41,7.6,2.0,8.3,30.13
179,2007-06-29,41.878114,-87.629798,1,0,71.0,56.0,64.0,56.0,60.0,1.0,0.0,0.0,29.47,7.4,2.0,8.2,30.11
180,2007-06-29,41.958271,-87.702575,2,0,70.0,56.0,63.0,55.0,59.0,2.0,0.0,0.0,29.41,7.6,2.0,8.3,30.13
