WnvPresent,Tmax,DewPoint,Heat,PrecipTotal,StnPressure,ResultSpeed,ResultDir,Latitude,Longitude
0,92.0,69.0,0.0,0.16,29.39,6.1,22.0,42.011601,-87.811506
0,92.0,69.0,0.0,0.16,29.39,6.1,22.0,42.011601,-87.811506
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.94983,-87.698457
0,92.0,69.0,0.0,0.16,29.39,6.1,22.0,41.979243,-87.750938
0,92.0,69.0,0.0,0.16,29.39,6.1,22.0,41.986921,-87.689778
0,92.0,69.0,0.0,0.16,29.39,6.1,22.0,41.986921,-87.689778
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.906638,-87.701431
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.906638,-87.701431
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.868077,-87.666901
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.868077,-87.666901
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.868077,-87.666901
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.662014,-87.724608
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.662014,-87.724608
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.662014,-87.724608
0,92.0,69.0,0.0,0.16,29.39,6.1,22.0,41.961743,-87.76007
0,92.0,69.0,0.0,0.16,29.39,6.1,22.0,41.961743,-87.76007
0,92.0,69.0,0.0,0.16,29.39,6.1,22.0,41.953067,-87.776792
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.878114,-87.629798
0,92.0,69.0,0.0,0.16,29.39,6.1,22.0,41.958271,-87.702575
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.932094,-87.700117
0,92.0,69.0,0.0,0.16,29.39,6.1,22.0,42.006858,-87.675919
0,92.0,69.0,0.0,0.16,29.39,6.1,22.0,41.916265,-87.800515
0,92.0,69.0,0.0,0.16,29.39,6.1,22.0,41.916265,-87.800515
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.682587,-87.707973
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.682587,-87.707973
0,92.0,69.0,0.0,0.16,29.39,6.1,22.0,41.963976,-87.69181
0,92.0,69.0,0.0,0.16,29.39,6.1,22.0,41.953705,-87.733974
0,92.0,69.0,0.0,0.16,29.39,6.1,22.0,41.964242,-87.757639
0,92.0,69.0,0.0,0.16,29.39,6.1,22.0,41.990284,-87.797127
0,92.0,69.0,0.0,0.16,29.39,6.1,22.0,41.990284,-87.797127
0,92.0,69.0,0.0,0.16,29.39,6.1,22.0,42.008314,-87.777921
0,92.0,69.0,0.0,0.16,29.39,6.1,22.0,41.991429,-87.747113
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.843811,-87.686763
0,92.0,69.0,0.0,0.16,29.39,6.1,22.0,41.921177,-87.79518
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.852652,-87.719887
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.852652,-87.719887
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.857402,-87.694991
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.868142,-87.696269
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.868142,-87.696269
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.846283,-87.656913
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.721474,-87.648064
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.869107,-87.696293
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.719059,-87.675088
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.719059,-87.675088
0,91.0,69.0,0.0,0.0,29.45,7.3,21.0,41.966987,-87.674677
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,41.95469,-87.800991
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,41.974089,-87.824812
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,41.974089,-87.824812
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.891118,-87.654491
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.921965,-87.632085
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.688324,-87.676709
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.688324,-87.676709
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.862292,-87.64886
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.731922,-87.677512
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,41.999129,-87.795585
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,42.01743,-87.687769
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,42.01743,-87.687769
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.907645,-87.760886
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,42.011601,-87.811506
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,41.986921,-87.689778
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,41.986921,-87.689778
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.801498,-87.763416
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.723195,-87.64997
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.868077,-87.666901
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.868077,-87.666901
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.868077,-87.666901
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.662014,-87.724608
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,41.961743,-87.76007
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,41.953067,-87.776792
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.878114,-87.629798
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,41.958271,-87.702575
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,42.006858,-87.675919
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,41.916265,-87.800515
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,41.916265,-87.800515
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.682587,-87.707973
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,41.948167,-87.730698
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,41.990284,-87.797127
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,41.991429,-87.747113
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.857402,-87.694991
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.857402,-87.694991
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.721474,-87.648064
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.721474,-87.648064
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,41.923738,-87.785288
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,41.970248,-87.787992
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,42.010412,-87.66214
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.89923,-87.716788
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.89923,-87.716788
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.692555,-87.598865
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.692555,-87.598865
0,70.0,55.0,2.0,0.0,29.41,7.6,2.0,41.94016,-87.794896
0,71.0,56.0,1.0,0.0,29.47,7.4,2.0,41.903002,-87.688267
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.95469,-87.800991
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.95469,-87.800991
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.994991,-87.769279
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.994991,-87.769279
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.974089,-87.824812
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.9216,-87.666455
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.9216,-87.666455
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.891118,-87.654491
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.891118,-87.654491
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.867108,-87.654224
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.921965,-87.632085
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.921965,-87.632085
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.688324,-87.676709
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.688324,-87.676709
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.731922,-87.677512
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.731922,-87.677512
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.731922,-87.677512
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.891126,-87.61156
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.891126,-87.61156
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,42.01743,-87.687769
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.981964,-87.812827
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.944869,-87.832763
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,42.011601,-87.811506
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.94983,-87.698457
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.986921,-87.689778
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.986921,-87.689778
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.986921,-87.689778
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.723195,-87.64997
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.868077,-87.666901
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.868077,-87.666901
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.869216,-87.627561
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.662014,-87.724608
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.662014,-87.724608
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.662014,-87.724608
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.953067,-87.776792
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.953067,-87.776792
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.878114,-87.629798
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.958271,-87.702575
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.994469,-87.667736
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.994469,-87.667736
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.916265,-87.800515
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.916265,-87.800515
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.846075,-87.716277
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.918705,-87.752329
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.682587,-87.707973
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.682587,-87.707973
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.948167,-87.730698
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.964242,-87.757639
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.990284,-87.797127
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,42.008314,-87.777921
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,42.008314,-87.777921
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.991429,-87.747113
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.921177,-87.79518
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.921177,-87.79518
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.857402,-87.694991
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.868142,-87.696269
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.868142,-87.696269
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.846283,-87.656913
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.721474,-87.648064
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.869107,-87.696293
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.719059,-87.675088
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.719059,-87.675088
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.923738,-87.785288
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.923738,-87.785288
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.970248,-87.787992
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.970248,-87.787992
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,42.010412,-87.66214
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.89923,-87.716788
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.89923,-87.716788
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.942114,-87.776385
0,79.0,50.0,0.0,0.0,29.49,5.9,14.0,41.960616,-87.777189
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.883284,-87.705085
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.883284,-87.705085
0,77.0,50.0,0.0,0.0,29.55,7.4,12.0,41.704336,-87.703736
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,41.95469,-87.800991
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,41.95469,-87.800991
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,41.95469,-87.800991
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,41.994991,-87.769279
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,41.974089,-87.824812
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,41.974089,-87.824812
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,41.974089,-87.824812
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.9216,-87.666455
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.9216,-87.666455
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.891118,-87.654491
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.891118,-87.654491
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.891118,-87.654491
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.867108,-87.654224
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.867108,-87.654224
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.896282,-87.655232
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.896282,-87.655232
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.921965,-87.632085
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.921965,-87.632085
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.688324,-87.676709
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.688324,-87.676709
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.688324,-87.676709
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.688324,-87.676709
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.688324,-87.676709
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.688324,-87.676709
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.688324,-87.676709
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.688324,-87.676709
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.688324,-87.676709
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.862292,-87.64886
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.862292,-87.64886
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.720848,-87.666014
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.731922,-87.677512
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.731922,-87.677512
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.731922,-87.677512
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,41.999129,-87.795585
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,42.01743,-87.687769
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,42.01743,-87.687769
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,42.01743,-87.687769
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,41.981964,-87.812827
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,41.981964,-87.812827
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,41.944869,-87.832763
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,41.944869,-87.832763
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,41.944869,-87.832763
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,41.944869,-87.832763
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,42.011601,-87.811506
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,42.011601,-87.811506
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,42.011601,-87.811506
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,42.011601,-87.811506
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,42.011601,-87.811506
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.94983,-87.698457
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,41.979243,-87.750938
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,41.979243,-87.750938
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,41.986921,-87.689778
0,77.0,51.0,0.0,0.0,29.23,8.8,30.0,41.986921,-87.689778
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.801498,-87.763416
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.906638,-87.701431
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.723195,-87.64997
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.723195,-87.64997
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.868077,-87.666901
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.868077,-87.666901
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.869216,-87.627561
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.869216,-87.627561
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.662014,-87.724608
0,77.0,51.0,0.0,0.0,29.28,9.1,30.0,41.662014,-87.724608
